Age,Gender,Race,Featurs
16,1,1,235.52945221391923
16,1,1,241.82334371421712
16,1,1,249.43996216211747
16,1,2,212.99255730150924
17,0,0,215.2496213904484
17,0,0,190.63587758422415
17,0,0,225.95702735395412
17,0,0,247.7790661653433
17,0,0,234.37051202840104
17,0,0,222.78292287530354
17,0,0,228.77228612762732
17,0,0,245.46893968042076
17,0,0,198.89773428710708
17,0,1,231.7417543958875
17,0,1,215.48523169327234
17,0,1,227.65509421769798
17,0,1,219.53835371978948
17,0,1,235.280108014509
17,0,1,252.784374866941
17,0,1,265.80889617612337
17,0,1,258.5325155336929
17,0,1,233.9920643707366
17,0,1,235.5656845381593
17,0,1,219.30064560946755
17,0,1,235.23161245715156
17,0,1,234.32596650503538
17,0,1,210.5250264461598
17,0,1,275.1347727916042
17,0,3,217.97666606234742
17,0,3,212.75026447568428
17,1,0,264.4846548509546
17,1,0,227.36473624727344
17,1,0,234.78058088063716
17,1,1,261.22738308246113
17,1,1,235.14748514923167
17,1,1,235.23774277424894
17,1,1,223.77827953294366
17,1,1,196.01863105875594
17,1,1,244.63153095776335
17,1,1,257.50393341588386
17,1,1,259.3172059787569
17,1,1,223.77827953294366
17,1,1,231.98388830553392
17,1,1,256.72757559372747
17,1,1,237.507171821726
17,1,1,248.5800637529406
17,1,1,243.3767548274246
17,1,1,246.57747298698592
17,1,1,230.70855460810424
17,1,1,247.4368932954923
17,1,3,226.42231383235315
17,1,4,227.14002924315452
18,0,0,240.10785697000009
18,0,0,232.5468857659099
18,0,0,244.50501457076598
18,0,0,228.90575123758833
18,0,0,227.2230821779067
18,0,0,236.72128770003297
18,0,0,231.18647769531606
18,0,0,228.73810243479187
18,0,0,245.16450418295332
18,0,0,207.43377320034494
18,0,0,263.8445675749849
18,0,0,229.5497427224044
18,0,1,219.47040039308735
18,0,1,250.20674264126126
18,0,1,245.84024022405833
18,0,1,225.23315904193691
18,0,1,254.13665551230318
18,0,1,242.15468807282625
18,0,1,233.25365588742397
18,0,1,248.18063669964567
18,0,1,221.86098841773585
18,0,1,209.82801577769447
18,0,1,234.33357161799358
18,0,1,223.94595448584226
18,0,1,226.30962956781283
18,0,1,224.03986032527246
18,0,1,219.19519853287213
18,0,1,243.49715808611785
18,0,1,232.16085407524776
18,0,1,236.03328852657233
18,0,2,238.79661395812883
18,0,2,214.64334989902392
18,0,3,239.22782448198723
18,0,3,246.08007724248915
18,0,3,261.93424106198546
18,1,0,245.91580759409607
18,1,0,218.42335316431814
18,1,0,245.1921032806978
18,1,0,234.17555747580442
18,1,0,210.4175364473175
18,1,0,241.1009605749179
18,1,0,234.83416446879704
18,1,0,263.5298822649927
18,1,0,265.4627069794781
18,1,0,235.57546644825763
18,1,0,219.40880404539328
18,1,0,199.85874847358062
18,1,0,243.6788523803237
18,1,0,250.93506873690777
18,1,0,249.05925475899102
18,1,1,176.07512573895042
18,1,1,251.57437253227826
18,1,1,249.0963829228595
18,1,1,249.21083587792262
18,1,1,231.9069144077912
18,1,1,221.0061468687483
18,1,1,240.44305626828066
18,1,1,260.01519625105306
18,1,1,223.79347967295942
18,1,1,242.81403837048208
18,1,1,234.5741905018195
18,1,1,233.70978471550274
18,1,1,257.2225975326991
18,1,1,226.169839046539
18,1,1,249.481296202177
18,1,2,208.62061645948387
18,1,3,244.16752883004403
18,1,3,200.18223256645354
18,1,4,224.1203234186113
18,1,4,236.1957873345483
18,1,4,260.7939976401559
18,1,4,248.7090188359293
19,0,0,195.14629953463043
19,0,0,220.64740326784369
19,0,0,236.0430717697854
19,0,0,249.42269989020912
19,0,0,251.83354773957132
19,0,0,237.07805560273601
19,0,0,238.61540070453117
19,0,0,267.59346617404543
19,0,1,235.89319684269307
19,0,1,227.79036302099985
19,0,1,219.5844277033918
19,0,1,215.64366740399913
19,0,1,198.52858502535315
19,0,1,193.71772570002167
19,0,1,272.0396863316181
19,0,2,183.25577207146551
19,0,4,214.17043942183528
19,1,0,223.09091303037565
19,1,0,226.3917088441772
19,1,0,247.17701385556182
19,1,0,258.44653657934316
19,1,0,242.70872665914348
19,1,0,229.79462727303155
19,1,1,256.3315027500994
19,1,1,250.02568117072622
19,1,1,234.52227641070795
19,1,1,226.76503561748382
19,1,1,239.73015602385016
19,1,1,249.30746779898897
19,1,1,268.13927463297694
19,1,2,208.90495652874955
19,1,2,208.4604377626558
1,0,0,244.60937222817887
1,0,0,240.02727412918387
1,0,1,242.13829456152985
1,0,2,237.3157434147096
1,0,2,243.908936701528
1,1,0,232.0621318091993
1,1,0,231.8079688378902
1,1,2,229.32713383084052
1,1,4,194.42917707839447
1,1,4,253.61774799792352
20,0,0,231.2497368736297
20,0,0,224.84149524105476
20,0,0,241.00528666663922
20,0,0,209.65578703455657
20,0,0,229.97784562994184
20,0,0,239.3312898990396
20,0,0,240.6163075228928
20,0,0,231.54179963452978
20,0,0,233.95327743336293
20,0,0,245.778604450989
20,0,0,234.92603834074288
20,0,0,242.58752486058893
20,0,0,261.4946090203928
20,0,0,176.8821710309381
20,0,0,232.5820539830689
20,0,0,231.3067393723042
20,0,0,250.14321705775797
20,0,0,234.979346318549
20,0,0,245.65403846155897
20,0,0,213.81056356681654
20,0,0,195.53448159076004
20,0,0,228.4151555034477
20,0,0,175.52481624877694
20,0,0,228.23547514136075
20,0,0,215.88916571511214
20,0,0,235.00826587431018
20,0,0,235.01298054531813
20,0,0,221.6408683620998
20,0,0,216.7234646789945
20,0,0,226.01996959492342
20,0,1,242.94905037906432
20,0,1,232.47015734319083
20,0,1,266.5416548635888
20,0,1,221.00004497235466
20,0,1,212.4175919108307
20,0,1,239.21093926784516
20,0,1,219.75699228767797
20,0,1,233.5390231158887
20,0,1,202.25484263177725
20,0,1,248.97193974676748
20,0,1,255.96129747940907
20,0,1,233.88521007454364
20,0,1,234.1660955064021
20,0,1,233.72265845980564
20,0,1,238.8608924337169
20,0,1,236.05336042433737
20,0,1,249.13143568070944
20,0,1,240.71365917231824
20,0,1,244.07971653469338
20,0,1,223.17585633635267
20,0,1,243.1526121436078
20,0,1,254.7213349204174
20,0,1,214.07455524859765
20,0,1,261.1653675921536
20,0,2,240.6828838744339
20,0,2,238.97362901875468
20,0,2,205.84090617143866
20,0,3,233.67535061958182
20,0,3,238.413303584525
20,0,3,269.87144896285463
20,0,4,233.8591693527083
20,0,4,252.89685378422038
20,0,4,248.4243410793642
20,0,4,223.3395167456148
20,0,4,227.50809133143918
20,0,4,239.49093911919186
20,0,4,238.93063741705595
20,1,0,228.98052413753655
20,1,0,248.56154268056022
20,1,0,237.93412452820647
20,1,0,205.42179133312828
20,1,0,228.72392854560326
20,1,0,257.41715118979585
20,1,0,249.78645958298964
20,1,0,238.0178519118643
20,1,0,241.92616048119348
20,1,0,240.94150273665264
20,1,0,244.05858120665863
20,1,0,265.2749156947393
20,1,0,238.65767134050964
20,1,0,220.75228556060745
20,1,0,233.2965680534432
20,1,0,243.2583611239366
20,1,0,229.17244848534733
20,1,0,233.3339408168609
20,1,0,252.95224836479395
20,1,0,232.43280796041697
20,1,0,251.7886045763691
20,1,0,265.3679739892549
20,1,0,185.42337240895424
20,1,0,220.6079339222649
20,1,0,233.10765934585444
20,1,0,238.8293487825298
20,1,0,225.51766817011924
20,1,0,244.80716441417198
20,1,0,222.64745173497454
20,1,1,225.3449947991839
20,1,1,255.44662366467506
20,1,1,239.52938798360836
20,1,1,226.75282148184166
20,1,1,236.00354274341262
20,1,1,203.6958438368461
20,1,1,238.0576992313313
20,1,1,229.34386675374384
20,1,1,246.13711311032884
20,1,1,227.37668622590076
20,1,1,232.29905540765876
20,1,1,235.26487828290357
20,1,1,224.18735888208238
20,1,1,226.46072843307118
20,1,1,234.71818374755213
20,1,1,256.88503661780896
20,1,1,259.08723038330146
20,1,1,226.91842146235905
20,1,1,225.4917521153819
20,1,1,260.23269740010164
20,1,1,212.35826867158502
20,1,1,248.38342022245902
20,1,1,242.08062340815212
20,1,1,248.96921676052173
20,1,1,236.9689820332792
20,1,1,248.54293700874058
20,1,1,260.74939127390564
20,1,1,234.7937108132082
20,1,1,218.63802658161546
20,1,1,242.35495892480338
20,1,1,257.5679714730225
20,1,1,251.28173564724105
20,1,1,261.66364482867397
20,1,2,231.97941482861674
20,1,2,222.71876522458376
20,1,2,234.5299997816835
20,1,2,224.80581640794014
20,1,2,230.99522358621945
20,1,2,224.3252100363896
20,1,2,256.8912005904975
20,1,2,231.31629029746196
20,1,2,209.59825361164337
20,1,3,235.80686397676095
20,1,3,214.72949551673554
20,1,4,217.71253166283208
20,1,4,228.2902006873999
20,1,4,252.3884764785661
21,0,0,202.54067749834894
21,0,0,235.8494575904915
21,0,0,240.18379289673533
21,0,0,237.33783937274984
21,0,0,227.29388508799303
21,0,0,219.63483716216797
21,0,0,245.95038130688457
21,0,0,227.83909851694773
21,0,0,223.96652744250633
21,0,0,227.7980700210964
21,0,0,247.10410909014948
21,0,0,225.87731583074336
21,0,0,240.35837107860672
21,0,0,237.31949961482923
21,0,0,236.9439964935944
21,0,0,239.7315194189625
21,0,0,220.54468194306972
21,0,0,218.74543303583698
21,0,0,221.67875403826997
21,0,0,217.2783633967861
21,0,1,230.24877512475757
21,0,1,207.9389923982501
21,0,1,239.2369402449064
21,0,1,248.40515209391515
21,0,1,222.70778764250218
21,0,1,235.82825790130647
21,0,1,221.1450903515261
21,0,1,249.1211665185552
21,0,1,210.26294615503687
21,0,1,231.5714683244279
21,0,1,233.32534763789437
21,0,1,249.57602096306533
21,0,1,235.82825790130647
21,0,1,208.56852192118347
21,0,1,259.98048552550875
21,0,1,255.7437926986987
21,0,1,255.8146783514773
21,0,1,260.5800957867632
21,0,1,242.77574909202053
21,0,1,263.10798043700566
21,0,1,203.25166096970065
21,0,1,232.81354234226183
21,0,1,251.81169444707302
21,0,2,214.50407451147606
21,0,2,219.51916979792998
21,0,2,235.10665521816463
21,0,2,215.3010837591371
21,0,2,217.66224708494255
21,0,2,252.71350206149123
21,0,2,217.73525681556663
21,0,2,238.2561148944331
21,0,3,241.89405835475748
21,0,3,205.3760025704471
21,0,4,211.6764210719104
21,0,4,245.3140624093739
21,1,0,254.25901484949802
21,1,0,237.29351263640842
21,1,0,242.2735758894838
21,1,0,219.51415598047532
21,1,0,232.24410541928592
21,1,0,262.01345710107387
21,1,0,227.02997427798203
21,1,0,194.34132322832156
21,1,0,234.49410176751002
21,1,0,226.96661047743186
21,1,0,231.37638609060747
21,1,0,201.17315654143755
21,1,0,215.1976878262309
21,1,0,216.07883638378757
21,1,0,226.16522328899774
21,1,0,176.7449966722922
21,1,0,205.87329265067262
21,1,0,245.06923986357685
21,1,0,224.998414644993
21,1,0,220.9180369693505
21,1,0,236.5226511144831
21,1,0,249.44726184876708
21,1,0,235.569998989973
21,1,0,235.87601058802994
21,1,0,219.84457677803894
21,1,0,254.91325048595115
21,1,0,232.26198995398744
21,1,0,254.34460240308692
21,1,0,244.04461925038092
21,1,0,214.95475097071744
21,1,1,245.54858270316936
21,1,1,227.64943580193022
21,1,1,237.46734222973845
21,1,1,245.965668757301
21,1,1,210.93029128979776
21,1,1,230.4252473292549
21,1,1,243.69228258417013
21,1,1,248.73450532040215
21,1,1,240.00668648791537
21,1,1,225.94013747308986
21,1,1,236.46782353870816
21,1,1,245.54468453168224
21,1,1,221.90526649966222
21,1,1,228.9384940258695
21,1,1,240.1058885691063
21,1,1,233.05016158255847
21,1,1,233.8505797014021
21,1,1,195.0990279167782
21,1,1,218.1741329049253
21,1,1,214.34657305542808
21,1,1,231.0833970627672
21,1,1,205.50725485588939
21,1,1,220.92324767586203
21,1,1,236.43963153235143
21,1,1,239.62406005675717
21,1,1,241.57468560817836
21,1,1,205.06454420831744
21,1,1,219.01400929962512
21,1,1,261.73274796405053
21,1,1,239.70786816181612
21,1,1,261.92273994222774
21,1,1,237.24842869251916
21,1,1,252.90005202152034
21,1,1,236.4695674327246
21,1,1,244.469507353984
21,1,1,254.615264322974
21,1,1,236.83421756924534
21,1,1,213.0017386769806
21,1,1,257.2642009454208
21,1,1,236.25951293747477
21,1,1,239.7140787863471
21,1,1,232.24410541928592
21,1,1,238.40654418559592
21,1,1,228.99914907922053
21,1,1,232.83231442679147
21,1,1,219.90316110260216
21,1,1,243.2456471819875
21,1,1,235.41456227484633
21,1,1,222.69622936806314
21,1,2,200.37258265289375
21,1,2,224.80026303599487
21,1,2,202.5868323029821
21,1,2,226.20866788431474
21,1,2,233.4920732160383
21,1,2,232.82617825627537
21,1,2,222.85763811486527
21,1,2,235.5061205912251
21,1,2,239.03513737965423
21,1,2,214.5427139593503
21,1,2,230.1103092979763
21,1,2,223.76541863075667
21,1,2,237.17196375526078
21,1,2,225.2282756502091
21,1,2,225.08524930806072
21,1,2,204.74762799690964
21,1,2,211.27312860893016
21,1,2,220.1411891943854
21,1,2,223.78809555275586
21,1,2,234.79239196770294
21,1,2,200.55249534746912
21,1,2,214.46433996266532
21,1,2,218.53766502951373
21,1,2,212.65889001590432
21,1,2,198.57656473756708
21,1,2,233.70859719703395
21,1,2,203.95826196768542
21,1,2,240.97700848697679
21,1,2,245.46264953408144
21,1,3,224.6344970759309
21,1,3,215.1398296433929
21,1,3,239.9567151966157
21,1,3,183.38411677589187
21,1,3,230.3156178420984
21,1,3,240.5192054873871
21,1,3,242.53839301681842
21,1,4,224.83358787185222
21,1,4,242.16598096325322
21,1,4,212.1834495186274
22,0,0,216.02735143647004
22,0,0,236.5096650339391
22,0,0,236.85605601887204
22,0,0,221.63015127280244
22,0,0,231.81062214773118
22,0,0,244.58973637206552
22,0,0,247.79129445534446
22,0,0,232.18128294443937
22,0,0,226.40940276176727
22,0,0,230.92521460038364
22,0,0,239.8901104865471
22,0,0,218.04001929279013
22,0,0,225.86848755290475
22,0,0,219.37540387050296
22,0,0,224.66945989972652
22,0,0,241.36934798921902
22,0,0,225.53501917961552
22,0,0,249.93671394015286
22,0,0,238.4661087294966
22,0,0,234.01508113033273
22,0,0,234.4223366901778
22,0,0,235.88970202853557
22,0,0,242.73132344922521
22,0,1,242.16271676126817
22,0,1,241.59965413896703
22,0,1,219.9301300823347
22,0,1,230.5581043545153
22,0,1,219.37814410388728
22,0,1,227.73056235822258
22,0,1,229.56192036628897
22,0,1,248.43310145769658
22,0,1,234.79061769057765
22,0,1,196.78257866459995
22,0,1,218.75003296174106
22,0,1,223.72527393686528
22,0,1,234.84476408681263
22,0,1,224.9755357905551
22,0,1,229.00306747853463
22,0,1,232.12493284539747
22,0,1,212.92713331117625
22,0,1,232.6493161784765
22,0,1,243.03339335006976
22,0,1,217.22561816369299
22,0,1,210.68365121532244
22,0,1,218.86007240202048
22,0,1,221.1838556572344
22,0,1,228.33217431731913
22,0,1,228.82242567511565
22,0,1,231.74393990965032
22,0,1,219.5554143828284
22,0,1,231.53143468213545
22,0,1,211.9422450434644
22,0,2,209.22982960246063
22,0,2,218.37059395664778
22,0,2,223.69778354853452
22,0,2,220.2601231226098
22,0,2,230.74144860747887
22,0,2,187.78496986702783
22,0,2,211.59084368307865
22,0,2,230.4623770058493
22,0,2,237.8593978673013
22,0,2,238.87925267149674
22,0,2,224.51687724234102
22,0,2,228.73132598807985
22,0,2,233.7884170185424
22,0,3,253.95224379992277
22,0,3,262.52450046709174
22,0,3,238.84183210604317
22,0,3,266.81943470839485
22,0,4,232.8580254749663
22,1,0,219.310600140755
22,1,0,224.081507948396
22,1,0,235.80412003814538
22,1,0,200.3174811133976
22,1,0,225.3301443736304
22,1,0,221.78785304875873
22,1,0,235.14240341432037
22,1,0,217.63921130135196
22,1,0,226.1641552822378
22,1,0,253.92109981878968
22,1,0,237.29053484415778
22,1,0,239.8839002992436
22,1,0,272.72059137361344
22,1,0,220.01230473170222
22,1,0,228.1667327927039
22,1,0,241.973580586258
22,1,0,214.68270700036737
22,1,0,241.47036186239856
22,1,0,223.47640255938137
22,1,0,249.8853018976431
22,1,0,239.96185136438334
22,1,0,217.47344059302628
22,1,0,212.98943867993376
22,1,0,251.75654135710738
22,1,0,231.4330543548918
22,1,0,216.5348988997533
22,1,0,236.17788272712255
22,1,0,238.98067729487997
22,1,0,217.7217748013157
22,1,0,231.50188551444603
22,1,1,199.8652601626742
22,1,1,230.3135830786489
22,1,1,253.26335146351323
22,1,1,223.16593250054197
22,1,1,250.0762435848742
22,1,1,238.40306516720756
22,1,1,221.9409688644215
22,1,1,229.3738104035316
22,1,1,245.17138786790065
22,1,1,233.96374583050323
22,1,1,223.79054571311977
22,1,1,249.53568668514725
22,1,1,221.1547944774785
22,1,1,228.9392465482256
22,1,1,230.34117402716436
22,1,1,235.7661752652036
22,1,1,225.12084788552852
22,1,1,222.23434097407406
22,1,1,220.82102163172573
22,1,1,243.4017362797784
22,1,1,231.93763073578128
22,1,1,262.0554532502915
22,1,1,233.019929892622
22,1,1,226.16676289730674
22,1,1,241.00190603476494
22,1,1,244.3210580398694
22,1,1,210.90573093161257
22,1,1,221.36650964268836
22,1,1,270.32166028472966
22,1,1,232.69094162630975
22,1,1,238.73361949107417
22,1,1,207.79754207679568
22,1,1,268.2991815552748
22,1,1,253.85183582499656
22,1,1,257.8952234282606
22,1,1,218.36274075993592
22,1,1,267.60637342513456
22,1,1,240.38548701169017
22,1,1,214.40712218206068
22,1,1,246.9417671241992
22,1,1,223.4058661901252
22,1,1,218.1010189242527
22,1,1,233.6120249021998
22,1,1,241.8758088792607
22,1,2,243.7062461300561
22,1,2,221.27051730791254
22,1,2,210.18621541502418
22,1,2,212.7701471291951
22,1,2,209.69804799642202
22,1,2,259.6316043905623
22,1,2,259.2499291335813
22,1,2,228.46515501408464
22,1,2,231.97148250937556
22,1,2,221.90609164736213
22,1,2,217.98185252248362
22,1,2,220.92369069663886
22,1,2,207.0239735415576
22,1,2,215.1679391605993
22,1,2,246.34025927659235
22,1,2,204.25382423749852
22,1,2,246.69911268457514
22,1,2,225.49746760551528
22,1,2,240.45308356825495
22,1,2,228.34106548557003
22,1,2,218.57635354770767
22,1,2,240.07404050258776
22,1,2,230.95707257733798
22,1,2,227.01053848240895
22,1,2,228.0582588891194
22,1,2,234.13202984647197
22,1,2,218.47829418137908
22,1,2,244.43871358392175
22,1,2,216.49151229038284
22,1,2,218.22932802379586
22,1,2,243.88983740147165
22,1,2,216.4983908396302
22,1,2,221.1804782215288
22,1,2,206.52344222920158
22,1,2,245.04688371707317
22,1,2,228.3498938719561
22,1,2,214.26926885850793
22,1,2,233.47669872518816
22,1,2,236.35429032843757
22,1,2,243.25336610014602
22,1,2,228.7475012184146
22,1,3,239.68037937960872
22,1,3,248.17614092103125
22,1,3,218.35004229639233
22,1,3,226.7817880343563
22,1,3,224.08248519127932
22,1,3,227.51612396933308
22,1,4,227.92504250886995
22,1,4,212.79664345049548
22,1,4,229.92069509243197
22,1,4,231.4806683006522
22,1,4,246.36660111717458
22,1,4,228.28877930838144
22,1,4,257.0242596612233
22,1,4,218.21336524129714
22,1,4,237.49505542306645
22,1,4,243.91568900203532
23,0,0,236.52739002424323
23,0,0,266.3313115155431
23,0,0,264.3538892335425
23,0,0,214.34384088527315
23,0,0,244.22997277650478
23,0,0,242.5662366086675
23,0,0,228.0677034592951
23,0,0,236.0319906126369
23,0,0,229.34803891778293
23,0,0,227.611228940612
23,0,0,220.76854111647367
23,0,0,225.69210157097297
23,0,0,246.9734724423236
23,0,0,219.8088014312342
23,0,0,250.7648083253973
23,0,0,227.23595499739764
23,0,0,236.2110272171983
23,0,0,246.73265208618983
23,0,0,222.52571475385713
23,0,0,237.16016569519707
23,0,0,206.31500077605872
23,0,0,239.72345187555672
23,0,0,251.52710683079385
23,0,0,231.99548335748983
23,0,0,245.26597025182144
23,0,0,220.21422664062203
23,0,0,225.86058291587858
23,0,0,249.7182533847174
23,0,0,214.8404841044556
23,0,0,256.00927434367725
23,0,0,231.23680511622956
23,0,0,216.20446153764615
23,0,1,248.72839731586487
23,0,1,224.58281839483777
23,0,1,231.30625144502176
23,0,1,223.6383984239137
23,0,1,252.26205800245367
23,0,1,234.60538807908404
23,0,1,204.07363821950463
23,0,1,229.20440069994402
23,0,1,250.3874230491087
23,0,1,234.14731289741087
23,0,1,239.06195276262196
23,0,1,216.47580072835314
23,0,1,223.94622635343555
23,0,1,191.3892618392424
23,0,1,243.238484982435
23,0,1,234.00572004101198
23,0,1,251.16612705490803
23,0,1,238.8471417822198
23,0,1,224.44220778141204
23,0,1,250.1745542100089
23,0,1,248.79083814237765
23,0,1,222.21616641630334
23,0,1,223.29629143331744
23,0,1,229.95884508179716
23,0,1,225.0761938679207
23,0,1,218.44074548763328
23,0,1,200.91428363184704
23,0,1,226.50988152831465
23,0,2,221.17571700439328
23,0,2,220.3238213404977
23,0,2,226.9962985689558
23,0,2,195.86661612574903
23,0,2,212.6409084099244
23,0,2,211.47335645361582
23,0,2,232.41848078544285
23,0,2,242.64630214935036
23,0,2,193.40611900958731
23,0,2,238.55814425444458
23,0,2,233.5299957606964
23,0,2,221.16665986995508
23,0,2,225.41489500005292
23,0,2,232.88806081048904
23,0,2,249.8611658212186
23,0,2,215.27680260798127
23,0,2,235.28862469510605
23,0,2,269.3803973582046
23,0,2,236.59834392791194
23,0,3,222.79679134923566
23,0,3,235.86581119496824
23,0,3,248.9069245180409
23,0,3,217.7386584850595
23,0,4,249.0931561816182
23,0,4,246.95283958632868
23,0,4,234.74668349327757
23,0,4,232.64973858418978
23,0,4,203.58723651949796
23,0,4,255.83247044661965
23,0,4,224.84071087189767
23,0,4,251.40234878554358
23,0,4,235.85069271565035
23,1,0,247.8907458125831
23,1,0,222.37440705938593
23,1,0,212.22764196895383
23,1,0,217.6781991986106
23,1,0,220.08751052562275
23,1,0,229.67417830545918
23,1,0,182.01960448110452
23,1,0,223.30003247512627
23,1,0,212.08552574347158
23,1,0,240.1979480913381
23,1,0,215.6551241958528
23,1,0,239.27761103651525
23,1,0,211.39726291062408
23,1,0,227.37650154605637
23,1,0,240.64278864250818
23,1,0,239.16580733007874
23,1,0,241.89422140015154
23,1,0,192.99779575045017
23,1,0,244.23697542902556
23,1,0,233.84176588755224
23,1,0,221.03153699530492
23,1,0,235.73496829480945
23,1,0,221.51880046888613
23,1,0,225.48681854252723
23,1,0,222.82832123317928
23,1,0,243.16876198404094
23,1,0,215.2730556863021
23,1,0,235.69299005603506
23,1,0,242.874620653811
23,1,0,208.94784146744718
23,1,0,231.7970064308986
23,1,0,237.9375773513424
23,1,0,238.05726731279444
23,1,0,250.53602252964566
23,1,0,225.8993238449582
23,1,0,230.2320474151022
23,1,0,233.04450182115062
23,1,0,247.85296706871213
23,1,0,209.45935093475953
23,1,0,227.4939860611126
23,1,0,225.91967982005636
23,1,0,217.23778952221843
23,1,0,236.70598861206736
23,1,0,219.0034046563706
23,1,0,248.22201945446506
23,1,0,243.13259755445975
23,1,0,205.75634082317015
23,1,0,174.25335904999395
23,1,0,251.0668337666687
23,1,0,254.92226289403266
23,1,0,210.75267446013046
23,1,0,227.73523363182215
23,1,0,244.22977058792128
23,1,0,195.3437421077782
23,1,1,243.0381411229227
23,1,1,278.83238154369553
23,1,1,193.14497400947806
23,1,1,234.1085190652663
23,1,1,233.2356806018223
23,1,1,225.49356201568824
23,1,1,214.19484194492406
23,1,1,260.42097766860525
23,1,1,227.84838048430208
23,1,1,225.7891728708449
23,1,1,233.9852206972928
23,1,1,219.96530785921567
23,1,1,228.05719020832166
23,1,1,241.3847760047267
23,1,1,241.31366765395234
23,1,1,248.73482052362738
23,1,1,231.48803833805783
23,1,1,268.10325245823924
23,1,1,239.85788398539634
23,1,1,225.48160014006027
23,1,1,218.41498902052584
23,1,1,243.24842336939065
23,1,1,246.94708335425565
23,1,1,249.5276582661172
23,1,1,218.91085975945205
23,1,1,215.73973182784368
23,1,1,210.02742572844352
23,1,1,234.80352472862364
23,1,1,234.98602913945314
23,1,2,238.14997625827192
23,1,2,225.77528499250025
23,1,2,229.82397974496587
23,1,2,249.74657064124665
23,1,2,223.59709464193455
23,1,2,235.64441678775154
23,1,2,225.805857072143
23,1,2,217.0840274569003
23,1,2,219.54408144747038
23,1,2,227.9290705837538
23,1,2,247.30432815035533
23,1,2,246.57042160763922
23,1,2,252.91514009452516
23,1,2,234.0167670005216
